REGION,ZONE,FEEDER CODE,SUBSTATION CODE,SUBSTATION,FEEDER,IR,IY,IB,VRY,VYB,VBR,Time,Active Load
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.1 A,16.3 A,14.6 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:03,279 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.5 A,15.2 A,14.2 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:06,266 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.9 A,15.7 A,14.0 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:09,280 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.9 A,15.7 A,14.0 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:12,272 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.3 A,17.2 A,15.7 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:15,302 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.3 A,17.2 A,15.7 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:18,295 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,13.8 A,15.6 A,14.2 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:21,263 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,13.5 A,15.5 A,14.2 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:24,271 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,13.5 A,15.5 A,14.2 A,11.2 kV,11.2 kV,11.3 kV,5/11/2026 4:27,266 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,13.5 A,15.2 A,14.0 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:30,267 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,13.5 A,15.2 A,14.0 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:33,267 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,13.7 A,15.5 A,14.2 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:36,275 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.2 A,15.9 A,14.5 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:39,273 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.2 A,15.9 A,14.5 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 4:42,274 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,13.8 A,15.3 A,14.1 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:45,277 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,13.8 A,15.3 A,14.1 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 4:48,271 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.7 A,15.2 A,13.7 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:51,293 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.4 A,16.0 A,14.4 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 4:54,281 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.4 A,16.0 A,14.4 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 4:57,269 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.7 A,15.3 A,13.8 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 5:00,265 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.7 A,15.3 A,13.8 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 5:03,265 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.7 A,15.7 A,13.7 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 5:06,264 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.3 A,15.1 A,13.2 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 5:09,265 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.3 A,15.1 A,13.2 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 5:12,265 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.3 A,15.3 A,13.4 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 5:15,268 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.3 A,15.3 A,13.4 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 5:18,268 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,13.9 A,14.8 A,12.9 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 5:21,254 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.0 A,15.8 A,14.1 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 5:24,277 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.0 A,15.8 A,14.1 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 5:27,273 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,16.0 A,16.4 A,15.0 A,11.2 kV,11.1 kV,11.2 kV,5/11/2026 5:30,284 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,16.0 A,16.4 A,15.0 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 5:33,272 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.0 A,15.5 A,14.0 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 5:36,270 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.5 A,15.0 A,13.5 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 5:39,265 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,14.5 A,15.0 A,13.5 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 5:42,266 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.7 A,16.2 A,14.8 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 5:45,280 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.7 A,16.2 A,14.8 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 5:48,277 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.3 A,16.1 A,14.1 A,11.0 kV,11.0 kV,11.1 kV,5/11/2026 5:51,281 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.3 A,16.1 A,14.1 A,11.1 kV,11.0 kV,11.1 kV,5/11/2026 5:54,283 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.3 A,16.1 A,14.1 A,11.0 kV,11.0 kV,11.1 kV,5/11/2026 5:57,271 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.8 A,16.3 A,14.8 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 6:00,273 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.8 A,16.3 A,14.8 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 6:03,283 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,17.2 A,17.7 A,15.8 A,11.1 kV,11.1 kV,11.2 kV,5/11/2026 6:06,354 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,29.0 A,28.6 A,26.7 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 6:09,536 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,29.0 A,29.5 A,26.7 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 6:12,447 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,22.7 A,22.7 A,20.3 A,11.0 kV,11.0 kV,11.1 kV,5/11/2026 6:15,472 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,22.7 A,22.7 A,20.3 A,10.9 kV,10.9 kV,11.0 kV,5/11/2026 6:18,478 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,28.3 A,27.8 A,25.9 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 6:21,463 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,41.4 A,27.8 A,25.9 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:24,674 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,41.4 A,27.8 A,25.9 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:27,742 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,43.1 A,58.3 A,40.4 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:30,796 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,43.1 A,58.3 A,40.4 A,10.9 kV,10.9 kV,11.0 kV,5/11/2026 6:33,811 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,69.8 A,52.8 A,52.2 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:36,1.05 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,49.0 A,46.8 A,46.4 A,10.9 kV,10.8 kV,10.9 kV,5/11/2026 6:39,827 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,44.5 A,46.8 A,42.0 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:42,876 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,60.3 A,57.7 A,57.4 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:45,1.13 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,60.3 A,57.7 A,57.4 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:48,1.14 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,52.8 A,50.5 A,49.8 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 6:51,962 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,52.5 A,50.6 A,50.4 A,10.9 kV,10.8 kV,10.9 kV,5/11/2026 6:54,933 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,55.5 A,53.3 A,53.2 A,10.9 kV,10.8 kV,10.9 kV,5/11/2026 6:57,1.11 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,65.9 A,63.2 A,63.5 A,10.8 kV,10.8 kV,10.9 kV,5/11/2026 7:00,876 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,65.9 A,63.2 A,63.5 A,10.8 kV,10.8 kV,10.9 kV,5/11/2026 7:03,930 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,55.9 A,53.6 A,53.9 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 7:06,864 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,59.5 A,57.2 A,56.8 A,10.8 kV,10.7 kV,10.8 kV,5/11/2026 7:09,954 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,59.5 A,57.2 A,56.8 A,10.8 kV,10.7 kV,10.8 kV,5/11/2026 7:12,1.20 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,56.9 A,54.5 A,53.9 A,10.7 kV,10.7 kV,10.8 kV,5/11/2026 7:15,1.32 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,56.9 A,54.5 A,53.9 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 7:18,912 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,59.8 A,57.5 A,57.2 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 7:21,912 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,59.8 A,57.5 A,57.2 A,10.7 kV,10.7 kV,10.8 kV,5/11/2026 7:24,928 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,58.7 A,56.1 A,57.1 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 7:27,916 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,57.2 A,53.9 A,53.3 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 7:30,1.09 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,57.2 A,53.9 A,53.3 A,10.7 kV,10.7 kV,10.7 kV,5/11/2026 7:33,805 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,52.3 A,50.8 A,49.9 A,10.8 kV,10.8 kV,10.9 kV,5/11/2026 7:36,880 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,52.3 A,50.8 A,49.9 A,11.0 kV,10.9 kV,11.0 kV,5/11/2026 7:39,833 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,55.1 A,53.7 A,52.9 A,11.0 kV,10.9 kV,11.0 kV,5/11/2026 7:42,900 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,55.0 A,53.7 A,52.9 A,11.0 kV,10.9 kV,11.0 kV,5/11/2026 7:45,891 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,55.0 A,53.7 A,52.9 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 7:48,948 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,51.0 A,49.5 A,47.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 7:51,1.26 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,51.0 A,49.5 A,47.8 A,11.0 kV,10.9 kV,11.0 kV,5/11/2026 7:54,1.08 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,67.6 A,64.9 A,63.9 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 7:57,1.12 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,63.5 A,61.5 A,60.8 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 8:00,1.05 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,57.5 A,61.5 A,60.8 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:03,1.05 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,83.1 A,83.1 A,83.1 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:06,1.10 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,57.9 A,83.1 A,57.4 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 8:09,1.06 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,60.5 A,60.6 A,59.8 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 8:12,1.08 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,67.0 A,67.4 A,66.9 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:15,1.10 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,67.0 A,67.4 A,66.9 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:18,1.05 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,54.1 A,54.5 A,53.7 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:21,989 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,54.1 A,54.5 A,53.7 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:24,944 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,54.3 A,54.7 A,54.5 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:27,666 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,47.8 A,47.8 A,47.6 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:30,1.05 MW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,47.8 A,47.8 A,47.6 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:33,848 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,56.6 A,56.2 A,56.1 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 8:36,742 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,56.6 A,56.2 A,56.1 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 8:39,576 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,57.6 A,57.4 A,58.1 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:42,646 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,57.6 A,57.4 A,58.1 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:45,573 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,39.3 A,38.6 A,39.1 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:48,677 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,36.1 A,36.0 A,36.3 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:51,565 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,36.1 A,36.0 A,36.3 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:54,530 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,54.6 A,54.7 A,54.6 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 8:57,624 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,54.6 A,54.7 A,54.6 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 9:00,954 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,42.4 A,42.6 A,42.7 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:03,633 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,42.4 A,42.6 A,42.7 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:06,622 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,40.3 A,40.3 A,39.7 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:09,615 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,37.3 A,37.4 A,37.6 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:12,509 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,37.3 A,37.4 A,37.6 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:15,541 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,40.6 A,40.1 A,40.4 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:18,564 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,31.7 A,40.1 A,31.0 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:21,541 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,37.7 A,37.7 A,37.3 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 9:24,532 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,37.7 A,37.7 A,37.3 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:27,541 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,39.4 A,38.1 A,39.3 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:30,917 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,39.4 A,38.1 A,56.4 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:33,496 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,39.4 A,38.1 A,29.8 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:36,339 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,39.4 A,38.1 A,29.8 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:39,489 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,35.2 A,38.1 A,29.8 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 9:42,347 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,44.6 A,44.5 A,46.6 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:45,379 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,44.6 A,44.5 A,46.6 A,10.8 kV,10.8 kV,10.8 kV,5/11/2026 9:48,328 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,22.9 A,23.5 A,25.5 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 9:51,495 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,22.9 A,23.5 A,25.5 A,11.2 kV,11.2 kV,11.2 kV,5/11/2026 9:54,403 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,22.9 A,23.5 A,25.5 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 9:57,399 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,21.6 A,22.3 A,23.4 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 10:00,385 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,32.7 A,32.4 A,34.2 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 10:03,383 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,21.5 A,21.0 A,22.5 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 10:06,290 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,21.5 A,21.0 A,22.5 A,10.9 kV,10.9 kV,10.8 kV,5/11/2026 10:09,355 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,28.9 A,28.1 A,30.1 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 10:12,558 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,28.9 A,28.1 A,30.1 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 10:15,183 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,17.7 A,17.7 A,19.8 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 10:18,271 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,17.7 A,17.7 A,19.8 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 10:21,429 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,21.5 A,21.3 A,22.9 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 10:24,308 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,21.5 A,21.3 A,22.9 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 10:27,391 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,22.8 A,22.2 A,24.4 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 10:30,263 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,22.8 A,22.2 A,24.4 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 10:33,371 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,25.5 A,26.0 A,27.0 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 10:36,312 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,25.5 A,26.0 A,27.0 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 10:39,164 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,25.5 A,26.0 A,27.0 A,10.9 kV,10.9 kV,10.9 kV,5/11/2026 10:42,365 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,25.5 A,26.0 A,27.0 A,10.9 kV,11.0 kV,10.9 kV,5/11/2026 10:45,167 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,20.3 A,21.2 A,22.2 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 10:48,220 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,17.3 A,21.2 A,22.2 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 10:51,238 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,21.7 A,22.6 A,24.1 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 10:54,528 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,21.7 A,22.6 A,24.1 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 10:57,233 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,17.4 A,18.1 A,19.3 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 11:00,248 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,17.4 A,18.1 A,19.3 A,11.0 kV,11.1 kV,11.0 kV,5/11/2026 11:03,176 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,16.1 A,18.1 A,19.3 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 11:06,131 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,15.4 A,16.1 A,17.0 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 11:09,91.2 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,19.6 A,19.5 A,21.2 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 11:12,69.1 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,19.6 A,16.1 A,16.2 A,11.0 kV,11.0 kV,11.0 kV,5/11/2026 11:15,78.2 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,19.6 A,16.1 A,16.2 A,11.1 kV,11.2 kV,11.1 kV,5/11/2026 11:18,85.0 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,20.7 A,20.6 A,22.8 A,11.2 kV,11.2 kV,11.1 kV,5/11/2026 11:21,110 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,20.7 A,20.6 A,22.8 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 11:24,-2.51 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,20.7 A,20.6 A,22.8 A,11.0 kV,11.1 kV,11.0 kV,5/11/2026 11:27,265 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,20.7 A,20.6 A,22.8 A,11.0 kV,11.1 kV,11.0 kV,5/11/2026 11:30,-54.6 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,9.44 A,10.7 A,11.3 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 11:33,333 kW
PUNE,PUNE,EP_FD02,SB01,EMBASSY PARK,RMU1,9.44 A,10.7 A,11.3 A,11.1 kV,11.1 kV,11.1 kV,5/11/2026 11:36,-75.4 kW
